Comment,Label,cluster
Dirgahayu Indonesia 🇮🇩,,1
"Nusantara punya cerita, Nusantara punya karya. Anak Nusantara beragam dengan kebhinekaan yang nyata. 
Inilah Maha Karya yang luar biasa dari anak Bangsa...
😊",,1
DIRGAHAYU REPUBLIK INDONESIA KE 79,,1
Luar biasa,,1
Selalu keren karya nya... DIRGAHAYU RI KE 79 🇮🇩🇮🇩🇮🇩🇮🇩🔥,,1
"Karya yang luar biasa....kita bangga memiliki anak muda yang sangat kreatif tetapi juga menjunjung tinggi bangsanya. Teruslah berkarya di setiap momentum perayaan kemerdekaan Republik Indonesia, bukan hanya sekadar seremoni tanpa makna.",,1
Dirgahayu indonesia❤,,1
Kerenn luar biasa,,1
dirgahayu NKRI ke 79 💪🔥🇮🇩🇮🇩🇮🇩,,1
"Dirgahayu Indonesia 
Nusantara Baru 
Indonesia Maju",,1
Dirgahayu Republik Indonesia ku yg ke 79 ❤❤❤,,1
"DIRGAHAYU NEGARA KESATUAN REPUBLIK INDONESIA KE 79, NUSANTARA BARU INDONESIA MAJU.",,1
DIRGAHAYU INDONESIA KU 🔥🔥🔥🔥🔥 menunggu selanjutnya pasti lebih keren ini,,1
terima kasih untuk karya nya yang luar biasa...,,1
"Bener bener luar biasa, NUSANTARA 🙏🙏🙏🫶❤️",,1
"🔥🔥🔥🔥🔥 Keren Parah,  Dirgahayu Republik Indonesia ke 79 🔥🔥🔥🔥🔥",,1
Sangat luar biasa 😢😢😢,,1
"terima kasih atas karya yang istimewa, teruslah berkarya agar negri ini semakin terbang jauh dan di kenal di seluruh dunia. 
DIRGAHAYU REPUBLIK INDONESIA",,1
"Sumpahhh ini keren bgt sampe nangis liatnya, dirgahayu indonesia yg ke 79",,1
Gila karyamu luar biasa keren banget mas 😭,,1
INDONESIA,,1
"Ini kereen luar biasa.....
Terimakasih untuk semua crew yang bikin ini kalian luar biasa.
Indonesia bisa loh bikin kaya gini buat yang nyinyir coba tengok dulu yang satu ini.",,1
"Dirgahayu republik Indonesia, NKRI HARGA MATI 🔥",,1
"memang videonya bagus dan banyak pesan yang bisa didapat
dirgahayu republik indonesia ke 79
semoga semakin maju dan jaya
salam buat semua",,1
"video yg bisa dirasakan sampai ke hati, DIRGAHAYU INDONESIA KE 79❤❤❤🎉🎉🎉😘",,1
"Jujur aku selalu terpesona dengan video video channel ini, sungguh bagus sekali.

Dirgahayu Republik Indonesia 79",,1
DIRGAHAYU REPUBLIK INDONESIA  KE 79...YAKINLAH KITA AKAN MENJADI NEGARA YANG KUAT DAN LEBIH MAJU 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,,1
Terima kasih sudah memberikan hadiah luar biasa untuk 79 kemerdekaan RI,,1
"Dirgahayu Republik Indonesia ku 
Damai dan sejahtera selalu
Untuk Bangsa dan Negara ku tercinta",,1
Karya yang sungguh luar biasa ❤❤,,1
INDONESIA 🇮🇩,,1
Dirgahayu republik indonesia ke 79. Jayalah bangsaku,,1
Trendingkan yuk karya anaka bangsa indonesia yang luar biasa,,1
Merinding.!! Karya yang luar biasa🔥,,1
DIRGAHAYU INDONESIA KU 79 🇮🇩,,1
Tidak sia2 menunggu 1 tahun sekali. Karya yang luar biasa bang Alfy dan seluruh team. Proud,,1
maha karya yg luar biasa dari awal sampai akhir merinding terharu ..dan bangga ..luar biasa ❤,,1
Indonesia ku tercinta,,1
"Aura epik dan kaya akan unsur budaya serta mitologi Nusantara. 
Karakter Wisnu digambarkan dengan sangat mendalam sebagai pewaris takdir dan tanggung jawab besar, 
menjadikannya sosok yang inspiratif. 
Kita diajak menyaksikan sebuah petualangan besar yang menggugah jiwa.
aku bangga terlahir di Indonesia,
Dirgahayu Republik Indonesia ke 79,
Trimakasi Alffy Rev , Once Mekel, Sudjiwo Tejo, Novia Bachmid dan Team yg selalu mengenalkan indonesia dengan karya-karya hebat nya",,1
Terimakasih alffy rev dan tim yg telah dengan indahnya membuat karya luar biasa ini. Saya sangat tersentuh...,,1
Karya yang sangat luar biasa yang semakin menguatkan kecintaan terhadap Tanah air. Terima kasih banyak sudah membagikan Kisah Nusantara yang memaparkan kesatuan dan persatuan.  (Cinta Tanah Airku Indonesia)💫,,1
Wow luar biasa spektakuler ini karya yang kelasss naik trusssss,,1
Merinding .... Karyanya selalu Luar biasa bang,,1
Dirgahayu Indonesia 79 ❤⭐,,1
Karya Luar biasa... calon maestro film Indonesia 🫡🫡🫡🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨,,1
"Karya luar biasa 'Dirgahayu Indonesia'

Terima kasih Alffy Rev dan team yg selalu luar biasa dan keren mengenalkan Indonesia dengan karya-karya nya",,1
"DIRGAHAYU INDONESIA KU KE 79. 
ALFI REV TERBAIK 🔥🔥🔥🔥",,1
"Dirgahayu Indonesiaku, sejahtera selalu negeriku",,1
Karya yang sangat luar biasa❤,,1
Terimakasih karya yang sangat luar biasa .,,1
DIRGAHAYU INDONESIA KU yg 79❤️🇲🇨❤️,,1
"Keren banget ❤❤❤❤, Dirgahayu Indonesia 🇮🇩",,1
❤karya yang luar biasa 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩😊❤,,1
"KARYA YG AMAT SANGAT LUAR BIASA ISTIMEWA.... 
THE BEST FOR GARUDA....
NKRI DAMAI SEJAHTERA SELALU...MAKMUR...JAYA SELALU...❤",,1
❤❤Dirgahayu Republik Indonesia ke 79 🇮🇩🇮🇩🇮🇩is amazing bro karyamu🏆🏆🏆,,1
Karya yang sangat luar biasa...Bangga jadi orang Indonesia ❤,,1
Luar biasa sih karyanya selalu dinanti nanti setiap tahunnya.. selalu ga pernah kehabisan ide buat merayakan HUT Republik Indonesia..merdeka!!!,,1
🔥🔥🔥🔥🔥🔥🔥🔥🔥🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩  Dirgahayu NKRI ke 79,,1
"Ini baru yang namanya membanggakan Indonesia 🇮🇩, bukan yang mau ngalahin followers terbanyak, mau berbagi ya berbagi aja g perlu harus follow dulu, lol 
inisialnya Willie Salim 

Dirgahayu Republik Indonesia yang ke 79, Indonesiaku 🇮🇩",,1
"Dirgahayu Indonesiaku yang ke 79 🇮🇩

Terimakasih banyak karyanya kak Alffry Rev dan team. Kalian sangat membanggakan ❤❤❤",,1
Dirgahayu negriku Dirgahayu INDONESIA❤❤,,1
Gils luar biasa kak alffy👏🏻👏🏻,,1
Semangat Kemerdekaan RI ke 79.. Karya Alffy Rev gak pernah gagal selama ini... luar biasa... ❤,,1
±13 menit yg luar biasa,,1
Dirgahayu Republik Indonesia ke 79 maju terus bangsa ku Indonesia tercinta,,1
Luar biasaa🎉,,1
"Bner2 kereeennn, merinding , sukses trus alffy rev di tunggu karya selanjutnya, dirgahayu indonesia ke-79 , merdeka untuk kitas smua ✊🏻✊🏻✊🏻",,1
"Dirgahayu Republik Indonesia 

Sungguh ini karya yang luar biasa Dirgahayu Republik Indonesia 

Sungguh ini karya yang luar biasa",,1
"tidak tahu lagi kata apa yang bisa menggambarkan betapa indahnya karya ini👏👏👏

selalu menyenangkan,bangga dan haru untuk semua karya-karya Alffy Rev dan team,kalian luar biasa 

Terimakasih untuk karya-karya indah kalian 💐",,1
Dirgahayu republik indonesia,,1
"Masterpiece we are truly of great nation ""Dirgahayu 🇮🇩 yg ke 79"" merderka",,1
"❤❤ dirgahayu RI ke 79! Merdeka!! 
Jadi karya yg selalu d tunggu d bulan Agustus setiap tahunnya.. Terima kasih alvivreff dkk..",,1
"Terimakasih atas karyanya  kak,sungguh luar biasa dan selalu dinanti....terus maju dan  sukses selalu.MERDEKA...
💪🔥🔥🔥",,1
Luar biasa,,1
"Dirgahayu Republik Indonesia 🇮🇩
Keren bang, teruslah berkarya anak negri",,1
KARYA PUTRA PUTRI ANAK BANGSA DIRGAHAYU REPUBLIK INDONESIA KAMI PUTRA PUTRI SIAP MENJAGA NKRI,,1
"Bagus bgt merinding liatnya ga terasa netesin ajr mata 🥺
Dirgahayu indonesia ku gg ke 79❤",,1
"Dunia harus mengenal NUSANTARA INDONESIA ini...begitu luar biasa tanah indonesia yg begitu kaya, alam indah, budaya,agama semuanya bersatu di tanah disebut tanah NUSANTARA yg sekarang menjadi INDONESIA..dengan simbol burung Garuda yg begitu luar biasa yang menjadi melambang kebinekaan tunggal ika yg menunjukkan indonesia satu di sabang sampai marauke....yg selalu hidup damai dan sejahtera... bangga sekali aku lahir di negeri NUSANTARA ini Indonesia negara tercinta...aku masih sedih...dan terharu memahami cerita video klip ini..memang luar biasa tersusun rapi dengan story yg bagus, kualitas musik,dan video yg luar biasa....lirik begitu penyentuh hatiku...aku bangga ya allahhhh menjadi org indonesia... sungguh negeri yg penuh berkah bagi setiap umat didlamnya bahkan menyebar seluruh dunia kebaikan indonesia...I LOVE YOU INDONESIA THE GUARDIAN OF NUSANTARA..",,1
Dirgahayu Republik Indonesia yang ke 79 NUSANTARA BARU INDONESIA MAJU 🇮🇩🇮🇩,,1
"❤❤❤
Selalu kerenn bro karyanya
Dirgahayu INDONESIA🇲🇨🇲🇨🇲🇨 79thn",,1
"Kereeeeeeen 👍🏻

Dirgahayu Republik Indonesia ke 79
I ♥️ 🇮🇩",,1
"AKU BANGGA TERLAHIR DI TANAH NUSANTARA INDONESIA TERCINTA.🇮🇩❤🥰

DIRGAHAYU INDONESIAKU YG KE 79.",,1
Karya yang luar biasa!,,1
Sungguh karya yang sangat luar biasa ❤❤❤❤,,1
Karya yg luar biasa,,1
"Dirgahayu Republik Indonesia,",,1
Dirgahayu RI 🔥🔥🔥🔥🔥🔥,,1
"Keren bangt,luar biasa,hidup nusantara negeri tercintaku.",,1
Kerennnnn... terimakasih atas karya luar biasa ini ..,,1
"Merinding.❤
DIRGAHAYU NEGARAKU TERCINTA. (INDONESIA ❤❤❤)",,1
Luar biasa,,1
Dirgahayu Republik Indonesia 🇮🇩 MEREKA ✊🏼,,1
Tak terbantahkan mahakarya luar biasa,,1
"DIRGAHAYU REPUBLIK INDONESIA ke 79 ... 
""NUSANTARA BARU INDONESIA MAJU""",,1
Luar biasa,,1
Banggalah jadi rakyat Indonesia jadi lah garda terdepan dalam membela negara.... Dirgahayu Republik Indonesia ❤❤❤,,1
Dirgahayu republik Indonesia yg ke - 79,,1
Dirgahayu Republik Indonesia yang ke 79,,1
Bangsa Indonesia butuh lebih banyak generasi muda yg membanggakan melalui karya/prestasi seperti ini ✊ DIRGAHAYU REPUBLIK INDONESIA 79 🇮🇩,,1
Sungguh luar biasa banget...keren pokoknya...,,1
"Masyaallah Tabarakallah, karya yang sangat membanggakan bahkan bagi kami yang menontonnya. Dirgahayu Indonesia ke-79 semoga semakin baik ke depannya, karena memperbaiki diri memang tidak semudah yang dikatakan, tapi disini kita percaya Indonesia, aku kamu dan semua orang di bumi pertiwi ini mampu melakukannya",,1
"Karya yang luar biasa saya menangis melihat ini😭 
Indonesia Merdeka!!!✊✊",,1
"gapernah gagal sih selalu disajikan ini tiap tahun, dirgahayu republik indonesia yg ke 79❤ selalu ingat, leluhur kita hebat hebat, mari satukan jiwaa dengan para leluhur yang secara energi terus terusan menjaga bumi nusantara ini. agar indonesia semakin kuat, semakin jaya, yakin indonesia bisa bangkit, mendunia seperti dahulu kala!🔥❤️‍🔥",,1
"Keren banget🎉
Terimakasih sudah memberikan tontonan yang luar biasa 
Dirgahayu Indonesia 
🎉❤❤",,1
"Dirgahayu , Menyala ✊🏻❤‍🔥",,1
"DIRGAHAYU REPUBLIK INDONESIA YANG KE 79. MERDEKA. jujur visualnya keren, tapi lebih keren yang tahun2 seblumnya. terutama wonderland indonesia.",,1
"Keberagaman adalah Kekuatan kita ❤
Persatuan Indonesia adalah Semangat Juang kita
PANCASILA adalah IDEOLOGI NEGARA KITA 

DIRGAHAYU REPUBLIK INDONESIA 🇮🇩 ❤ 79 tahun ! 

JAYALAH INDONESIA KU SELAMANYA ❤❤❤🇲🇨🇲🇨🇲🇨",,1
"Dirgahayu republik indonesia,,❤❤",,1
"Dirgahayu Indonesia kuu❤
Kerenn abiss, karya kak alffy selalu sukses bikin merinding 
❤🎉",,1
Luar biasa👏,,1
"DIRGAHAYU REPUBLIK INDONESIA KE 79...
video yg selalu di tunggu tunggu karya Alffy Rev,,
very proud as Indonesia people,,,
sangat suka dengan video ini,kita tidak boleh melupakan sejarah,semangat patriot yg tetap selalu ada di seluruh bangsa Indonesia..
MERDEKA...!!!",,1
Dirgahayu Indonesiaku,,1
"Dirgahayu Republik Indonesia 
NKRI HARGA MATI",,1
Amazing luar biasa keren sekali Karya Anak Bangsa INDONESIA 🇮🇩❤❤❤❤❤🇮🇩,,1
Masya Allah. Luar biasa sangat 👍🏻,,1
Merdeka Rakyat ku... Dirgahayu Indonesia ku... Jayalah Nusantara ku... Aamiin  🇮🇩,,1
Dirgahayu Indonesia. Sekali merdeka tetap merdeka...,,1
Dirgahayu Negriku ❤❤❤❤,,1
Dirgahayu Republik Indonesia,,1
Dirgahayu Republic Indonesia ❤,,1
Dirgahayu Indonesiaku Tercinta,,1
Pak Jokowi harus lihat ini...pak lihat lah anak bangsa ini yg sangat cinta dengan negaranya sampai bisa menciptakan karya yg sangat luar biasa seperti ini...aku yg nonton aja sampai nangis😭 alur ceritanya sangat menyentuh sekali.. dirgahayu Republik Indonesia yg ke 79❤🇮🇩,,1
"Kerenn
Dirgahayu indonesiaku 
Trimks karya yg sangat luar biasa",,1
Terima kasih sudah membuat karya yang sangat luar biasa ❤❤❤❤ Dirgahayu Indonesia. Semoga Indonesia semakin jaya ❤❤❤,,1
"Karya nyata putra bangsa, ikut bangga dengan karya yang luar biasa ini. Jayalah selalu negeriku, Garuda di dadaku MERDEKA...🇮🇩",,1
Karya anak bangsa yang luar biasa,,1
"DIRGAHAYU INDONESIA,, DIRGAHAYU NUSANTARA",,1
"Luar Biasa Karya Anak Bangsa, Patut di Apresiasi 👍
Dirgahayu Indonesia ku ke-79 Tahun  
NUSANTARA BARU
INDONESIA MAJU 
MERDEKA ✊️🇲🇨",,1
"Dirgahayu Republik Indonesia ke 79 Th.
Semoga Indonesia jauh lebih baik lagi dan membaik",,1
Dirgahayu Republik Indonesia yg ke 79 semoga tahun ini awal dari kembakitan kita Nusantara menuju indonesia emas❤❤,,1
Dirgahayu Republik Indonesia yang ke 79 🎉❤,,1
Bangga dengan suku budaya indonesia..Dirgarahayu Republik Indonesia 79. 🎉🎉❤❤🇲🇨🇲🇨🇲🇨,,1
Nusantara baru Indonesia maju,,1
Luar biasaaa...,,1
Kereeen.. Luar biasa.. 🎉🎉,,1
Karya luar biasa ..,,1
Luar biasa ❤,,1
Dirgahayu Nusantara,,1
DIRGAHAYU REPUBLIK INDONESIA YANG KE 79 🇮🇩 semangat terus buat berkarya bang alffy 🎉,,1
DIRGAHAYU REPUBLIK INDONESIA KE-79 ... MERDEKA 🇮🇩❕️🎉,,1
Selalu luar biasa,,1
"Nusantara baru Indonesia maju. Aamiin. 

Karya yang sangat keren.",,1
Dirgahayu ke 79 indonesiaku yg tercinta...Tuhan Memberkati indonesia..❤😇,,1
Karya Luar Biasa....ikut bangga...👍,,1
"Part yg sujiwo tejo bikin jiwa bergetar, ada rasa haru sampai nggak sadar ikut meneteskan air mata🥲🥲🥲
Karya luar biasa
Indonesia negara yg kaya segala2nya,
Optimis menuju Nusantara Baru Indonesia Emas😇",,1
"sungguh keren bgt bangga dengan karya anak bangsa, semoga indonesia menjadi lebih baik dirgahayu Republik Indonesia yang ke 79",,1
"Nusantara Baru, Indonesia Maju 💪💪💪",,1
Luar biasa 🎉🎉🎉,,1
DIRGAHAYU REPUBLIK INDONESIA YG KE 79 SEMOGA MAKIN JAYA JAYA AMIIN❤,,1
"Dirgahayu RI ke 79,,Merdeka,,",,1
Karya yg luar biasa....❤❤❤❤ dirgahayu Indonesia ku....Tanah Air ku....❤❤❤,,1
"merinding, sebuah karya yang luar biasa, bangga menjadi bagain nusantara dengan segala keanekaragamannya, dirgahayu Republik Indonesia ke-79",,1
"Luar biasa merinding, tanah nusantara",,1
"Keren Videonya 🔥🔥🔥🔥🔥
Dirgahayu Indonesiaku.
Trima kasih kak Alffy selalu kasi Pertunjukan yg luar biasa.",,1
KERENNNNNNNNN LUAR BIASA,,1
dirgahayu Republik Indonesia #79🇮🇩,,1
Karya yg luar biasa,,1
Karya yg luar biasa.. selalu ditunggu setiap hari kemerdekaan Indonesia.. Dirgahayu Indonesiaku..,,1
Dirgahayu Indonesia… kereen…😊😊😊😊😊,,1
DIRGAHAYU REPUBLIK INDONESIA YANG KE 79 SEKALI MERDEKA TETAP MERDEKA🎉🎉🎉,,1
Luar biasa,,1
DIRGAHAYU INDONESIA KU🇮🇩,,1
"Terima kasih Alffy Rev karya ini luar biasa..
Sekali lagi sangat mengagumkan..",,1
Jutaan terima kasih untuk karya yg luar biasa❤,,1
Dirgahayu indonesia 🩵,,1
Mari kita bantu alfy ref atas mahakarya yang luar biasa biar trending. 🙏🏻🙏🏻🇲🇨🇲🇨❤❤,,1
Luar biasa,,1
Dirgahayu Indonesiaku,,1
Sungguh sebuah karya yang sangat luaaarrr biasaa. Dirgahayu Republik Indonesia ke-79,,1
"MasyaAllah karyanya untuk Indonesia indah dan luar biasa sekali 
Nusantara baru",,1
Dirgahayu Indonesiaku,,1
Luar biasa,,1
"keren banget kak, terima kasih telah menciptakan karya untuk warga indonesia dan memperkenalkan warisan indonesia ke luar negeri",,1
Salam Indonesia Kota Nusantara Baru Untuk Indonesia Maju🇲🇨❤🇲🇨,,1
keren. sangat luar biasa❤,,1
Luar biasa 🔥🔥🔥🔥,,1
Dirgahayu Indonesiaku...,,1
Dirgahayu RI ke79.,,1
Dirgahayu republik indonesia yg ke 79💪💪💪,,1
Luar biasa!!👏👏,,1
"Luar biasa, amazing",,1
"Selalu menantikan karya keren Alffy untuk Indonesia, tentang Indonesia, setiap tahunnya. Short movie with a strong and deep message. Jayalah Nusantara ku, Negara Kesatuan Republik Indonesia. God bless Indonesia!❤",,1
"Hebat, Karya yang luar biasa. I LOVE Nusantara",,1
"Mahakarya terbaik dari anak bangsa, Dirgahayu Indonesia 🇮🇩❤️",,1
"Sudah pasti dibikin merinding dan terharu pastinya,DIRGAHAYU REPUBLIK INDONESIAKU KE 79,terima kasih alvy dan semua team yg sudah bekerja keras membuat karya seindah ini",,1
Karya luar biasa❤,,1
Karya yang sangat luar biasa,,1
"Selalu menanti karya terbaikmu bang dan team.
Dirgahayu Indonesia, tanah air nusantara 🇲🇨.",,1
Terimakasih alfy reff dan team untuk karya yg luar biasa ini,,1
INDONESIA,,1
"keren banget, ini adalah salah satu karya anak bangsa yang sangat membanggakan dan patut diapresiasi. 

dirgahayu indonesia ku, tetaplah bersatu dan semakin maju ❤",,1
Luar biasa...mantap jaya.,,1
Mahakarya Luar Biasa.... untuk Indonesia tercinta 🇮🇩🇮🇩,,1
Rumah adat TORAJA (Sulawesi) di menit 7:10 Dirgahayu Republik Indonesia ke 79,,1
"merinding ,,, dirgahayu Republik Indonesia ke 79🎉❤",,1
Dirgahayu Republik indonesia🇲🇨,,1
"Gagah sekali, karya yang luar biasa ❤",,1
"Selalu merinding dan bangganya sampai ke hati, dirgahayu RI Ke 79. Tetap tumbuh dan berkembang dengan baik😊",,1
Dirgahayu Indonesia ku,,1
Terima Kasih atas karya yang luar biasa ini Bang Alffy Rev. 🙏🏻,,1
Karya yang luar biasa alffy rev 🇲🇨🔥🔥👏👏👏👏🙏🙏🙏🙏,,1
Mahakarya. DIRGAHAYU Indonesia,,1
"Dirgahayu indonesia yg ke 79
Cinta banget sama indonesia❤",,1
'NUSANTARA ' DIRGAHAYU HUT RI KE 79 JAYALAH INDONESIAKU... MERDEKA ..!!!..💪💪🇮🇩🇮🇩🇮🇩,,1
luar biasa karyanya!,,1
Dirgahayu Republik Indonesia,,1
Merdeka Indonesia ku,,1
Luar BIASA KARYA ANAK-ANAK INDONESIA,,1
Dirgahayu Republik Indonesia 79 tahun!!!,,1
Luar biasa,,1
"#Nusantara 
Dirgahayu Republik Indonesia ke-79

❤❤ #Garuda
#Tanah Nusantara",,1
DIRGAHAYU INDONESIAKU♥️🇮🇩,,1
"Karya yang selalu ditunggu setiap tahun....keren bang Alffy,, bangga dan haru..DIRGAHAYU INDONESIA...NUSANTARA BARU INDONESIA MAJU 🇮🇩🇮🇩",,1
Dirgahayu NKRI ke 79.merdeka,,1
LUAR BIASA !,,1
"Kereennnn banget, karya tulus yang luar biasa",,1
tidak diragukan lagi karyanya luar biasa,,1
"Selalu saja bikin merinding karyanya..
Sukses terus Mas Alffy, Mbak Linka, & Team.

DIRGAHAYU INDONESIA KE 79.",,1
Dirgahayu Republik Indonesia ke 79...Luar biasa karya anak bangsa....👍👏,,1
DIRGAHAYU REPUBLIK INDONESIA!! INI YG GWA TUNGGU KARYA DARI BRO ALFFY DAN TEAM NYA!! WHOOOOOOOAAAAHHH KEREEEEEEEN!!,,1
Dirgahayu Republik Indonesia ke 79 MERDEKA 🇮🇩,,1
"Karya yang yang luar Biasa, Merdeka 🇮🇩",,1
"Aransemen musik, lagu,video,sangat bagus,,keren.Indonesia luar biasa",,1
Dirgahayu indonesiaku❤,,1
"DIRGAHAYU INDONESIAKU 
NUSANTARA BARU
INDONESIA MAJU
KARYA YANG LUARBIASA❤❤",,1
"Hasil luar biasa di era digital ...
Selamatkan sejarah budaya bangsa INDONESIA 🇮🇩🇮🇩🇮🇩",,1
"Gilakkkk keren sieh ini,merinding dgr nya.. dirgahayu Republik Indonesia ke 79.. 🇮🇩",,1
Nyata berkarya yg luar biasa,,1
INI KERENNNNNNNN ❤ DIRGAHAYU KE-79 NEGRIKU INDONESIA ❤,,1
LUAR BIASA.... KARYA ANAK BANGSA...,,1
Dirgahayu indonesiaku❤,,1
Luar Biasa...karya anak bangsa👍,,1
"Bangga banget liat karya kak alffy luar biasa keren, happy independence day❤",,1
"Luar biasa, selalu berhasil 😮😮😮",,1
luar biasa keren mas alffy,,1
Selamat Ulang Tahun Indonesia yang ke-79 Merdeka,,1
Dirgahayu Republik Indonesia ke 79🎉,,1
Dirgahayu Republik Indonesia,,1
gilakkk luar biasa banget🎉🎉😮❤❤,,1
"Nggak pernah gagal 😢😢
DIRGAHAYU INDONESIAKU KE 79",,1
Karya luar biasa❤❤,,1
DIRGAHAYU INDONESIAKU🇮🇩 karyamu luar biasa kak Terima kasih ❤,,1
Mantap luar biasa karyamu  @alffy rev 👍🔥🚀❤,,1
Akhirnya yang ditunggu- tunggu keluar.Terimakasih atas karya yg luar biasa...sukses terus dan semangat selalu berkarya...🙏🏻🙏🏻🙏🏻,,1
Dirgahayu Indonesia ku❤,,1
Dirgahayu indonesiaku 🎉,,1
"Dirgahayu 79 Indonesia, Keren Banget, Luar Biasa... !",,1
"Wow....luar biasa.
Terima kasih",,1
Dirgahayu Republik Indonesia ❤,,1
Mantap. Yg ditunggu akhirnya rilis juga. Dirgahayu indonesia yg ke 79. MERDEKA ....!!! 🇮🇩💪,,1
Luar biasa....,,1
Ra kroso netes eluh ku❤..❤karya luar biasa,,1
Luar biasa,,1
indonesia luar biasa jaya trus,,1
dirgahayu indonesia ku tercinta yg ke 79 tahun smoga indonesia semakin maju dan semakin jaya,,1
"Luar biasa, keren",,1
dirgahayu 79 negeriku,,1
Dirgahayu negeriku yang ke 79 ❤🤍,,1
Keren pake banget..dirgahayu republik indonesia ke 79 merdeka,,1
Luar biasa sangat  takjub sekali merdeka❤❤❤,,1
Dirgahayu Republik Indonesia ke 79. Bangga dengan karya putra putri Bangsa 🇮🇩🇮🇩🇮🇩,,1
Sangat luar biasa. Salam hormat,,1
"luar biasa,,",,1
Dirgahayu Indonesia🇮🇩,,1
"Luar Biasa Karya Anak Bangsa, Keren Banget, Sampai merinding....Persembahan Untuk Dirgahayu ke 79 Republik Indonesia, Merdeka...Jaya, Makmur dan Sejahtera Indonesia-KU. Nusantara Baru, Indonesia Maju",,1
"Woowww..... 🥲🥲🥲🥲
Dirgahayu 🇮🇩Indonesia kami bangga menjadi putra dan putri indonesia",,1
"sangat bangga, terimakasih telah menciptakan sebuah karya seni yg sangat luar biasa, Dan DIRGAHAYU INDOSESIAKU",,1
"DIRGAHAYU INDONESIA, AKU CINTA INDONESIA TAPI TIDAK DENGAN PEJABAT NYA",,1
"Dirgahayu Republik Indonesia ke 79, Indonesia semakin maju dan Tanah air Ku semakin lestari budayanya",,1
Luar biasa 🎉,,1
DIRGAHAYU INDONESIA 🇮🇩,,1
"Karya yg luar biasa,Taksunya hidup...
Sukses selalu indonesiaku",,1
Dirgahayu Indonesia ke 79 🇮🇩,,1
"Keren Banget... Luar biasa.... 
Dirgahayu Indonesiaku...",,1
Keren banget nih Dirgahayu RI ke 79 Semoga dengan adanya Ibukota baru Nusantara Indonesia makin jaya Aamiin Merdekaaa...!!,,1
"Dirgahayu Indonesiaku!!!! 
Karya anak-anak bangsa penjaga negeri siap membanggakan Nusantara, merdeka Indonesia!!!!!!",,1
"Dirgahayu RI ke-79.
Jayalah IndonesiQ.",,1
karya yang sangat luar biasa !!!!!,,1
Dirgahayu Republik Indonesia......🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,,1
Luar biasa,,1
"Wowww, ini luar biasa 😲😲😲😲",,1
"Dirgahayu Indonesia ku tercinta ke 79 🇮🇩 Teruslah berkibar Sang Saka Merah putih,maju dan Jaya selalu INDONESIA. NUSANTARA 🇮🇩TERCINTA❤❤❤❤",,1
"Dirgahayu Republik Indonesia, 79 tahun. 
Nusantara Baru
Indonesia Maju
Semoga bisa terwujud.",,1
MAHA KARYA yang luar biasa,,1
"Dirgahayu negaraku Indonesia 🇮🇩❤

Terima kasih kak alffy Rev sungguh karya yang luar biasa, dan aslinya terharu banget, nyampe bgt dihati",,1
Dirgahayu RI yang 79❤❤,,1
DIRGAHAYU REPUBLIK INDONESIA KE 79 - Keren banget videonya ❤‍🔥,,1
Luar biasa istimewa,,1
INDONESIA KEREEENN INDONESIA JAYA 🇮🇩❤🎉🇮🇩,,1
Detail dan Visual yang luar biasa..lanjutkan trus berkarya🎉,,1
"Selalu Keren Karyanya, dan tiap 17 Agustus.. selalu kita tunggu.... Dirgahayu Republik Indonesia... Thanks Alffy Rev dan semua yang terlibat...",,1
"Sangat luar biasa karya anak Indonesia memberikan inspirasi khususnya kaum muda, semangat Indonesia jaya... merdeka..👍💪😇",,1
Dirgahayu Nusantara,,1
"DIRGAHAYU REPUBLIK INDONESIA ke 79

Gak kebayang jika cerita cerita kerajaan jaman dulu diangkat dengan tema MV seperti ini,,

Selalu bangga menjadi anak Bangsa",,1
DIRGAHAYU INDONESIA KU KE-79 “NUSANTARA BARU INDONESIA MAJU” 🇮🇩,,1
DIRGAHAYU INDONESIA,,1
"Keren Dirgahayu Indonesiaku  79 Tahun ""MERDEKA ""#IKN mantap is the best❤🇮🇩",,1
"Luar biasa, bangga bisa lihat karya yg sebagus ini ❤",,1
"Masya Allah merinding bgt.

Dirgahayu Republik Indonesia 79thn",,1
"Dirgahayu Republik Indonesia yg ke 79
Semoga Nusantara tetap kokoh berdiri",,1
Indonesia ❤❤❤❤,,1
"Terima kasih ALFFY REV untuk mahakarya yg luar biasa ini sebagai hadiah HUT RI KE 79 🇮🇩
terharu dan kagum sma visualnya, kereen.",,1
Dirgahayu Republik Indonesia yang ke 79.......,,1
Dirgahayu Indonesia. Nusantara tercinta.,,1
"Masya Allah luar biasa keren abiss parahh... Karya anak bangsa yg patut di banggakan/apresiasi... Trimakasih banyak atas karya yg bgtu sangat luar biasa... Keren, merinding meneteskan air mata... Amazing ... Wonderful... Happy Independence Day to my beloved Indonesia❤❤❤",,1
